frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
171,38,[390 241 991 583],[583.7748413085938 450.9395751953125 732.7686767578125 500.9747009277344],0.6950453519821167,None,None
171,37,[963 134 1082 230],[1001.249267578125 175.72305297851562 1042.073486328125 198.3052215576172],0.518014132976532,None,None
172,38,[399 243 992 580],[588.493896484375 447.5553283691406 742.2465209960938 501.71209716796875],0.708607017993927,None,None
172,37,[958 135 1079 231],[999.6610107421875 177.13771057128906 1040.1292724609375 199.5384063720703],0.42765527963638306,None,None
173,38,[413 242 999 576],[597.2374877929688 441.91436767578125 752.291015625 500.3689270019531],0.720516562461853,None,None
173,37,[953 135 1076 233],[996.9727172851562 176.24002075195312 1035.6624755859375 198.923095703125],0.28385600447654724,None,None
174,38,[425 243 1001 572],[603.7161865234375 439.296142578125 757.276611328125 494.32958984375],0.6755520105361938,None,None
174,37,[947 136 1072 233],[992.1192626953125 175.21519470214844 1031.5753173828125 199.32894897460938],0.2683412730693817,None,None
175,38,[436 241 1004 567],[619.863525390625 436.7109680175781 763.95654296875 486.94940185546875],0.7149995565414429,None,None
176,38,[447 242 1003 561],[631.7423095703125 432.3620910644531 767.240234375 484.388671875],0.7214815020561218,None,None
177,38,[455 241 1004 557],[637.8566284179688 428.79241943359375 772.5682983398438 482.2728576660156],0.7106748223304749,None,None
178,38,[465 243 1002 552],[640.279541015625 426.921630859375 777.3775024414062 476.86444091796875],0.7056275010108948,None,None
179,38,[476 247 999 548],[644.3629150390625 422.9769287109375 784.1875 474.8924560546875],0.7243707776069641,None,None
180,38,[482 248 998 544],[654.9196166992188 422.8333740234375 784.5955200195312 470.6805419921875],0.7222046852111816,None,None
181,38,[487 246 999 541],[659.0201416015625 419.72930908203125 786.15234375 469.91424560546875],0.7359796762466431,None,None
181,37,[894 142 1026 238],[943.0171508789062 186.12220764160156 982.8173828125 206.0800018310547],0.31752273440361023,None,None
182,38,[490 244 999 538],[653.6008911132812 418.500732421875 786.751220703125 468.4132995605469],0.7226114273071289,None,None
183,38,[500 253 991 536],[665.2540283203125 416.0558166503906 790.1726684570312 466.26837158203125],0.7508283257484436,None,None
184,38,[511 262 983 533],[662.2060546875 415.1222229003906 793.8310546875 465.9154052734375],0.7055004835128784,None,None
185,38,[513 261 983 531],[665.88330078125 415.19708251953125 791.2877807617188 463.2972412109375],0.7162564396858215,None,None
186,38,[508 254 987 529],[666.3933715820312 414.5376892089844 794.2874145507812 462.16845703125],0.684809684753418,None,None
187,38,[516 260 979 527],[665.5648193359375 413.781494140625 790.1365966796875 460.01995849609375],0.6845086812973022,None,None
188,38,[520 263 975 524],[669.8207397460938 413.646728515625 790.70703125 458.6168518066406],0.6837355494499207,None,None
189,38,[527 269 968 522],[670.7150268554688 412.8757019042969 789.564697265625 454.6040344238281],0.6518253684043884,None,None
190,38,[531 273 961 519],[669.576171875 411.0079345703125 790.863037109375 456.2901306152344],0.677419126033783,None,None
191,38,[535 279 954 518],[680.9580688476562 411.4653625488281 789.320068359375 454.92266845703125],0.6922355890274048,None,None
192,38,[529 271 958 516],[678.6677856445312 412.5557556152344 786.7962036132812 455.0977478027344],0.6632349491119385,None,None
193,38,[540 288 942 515],[674.5932006835938 412.6313781738281 785.1112060546875 455.5228576660156],0.6569177508354187,None,None
194,38,[552 307 925 516],[674.8235473632812 414.8052062988281 785.2882080078125 456.6836853027344],0.6526695489883423,None,None
195,38,[556 317 917 516],[671.0726928710938 416.2982482910156 782.7342529296875 459.9013977050781],0.6586143970489502,None,None
196,38,[552 317 919 517],[672.1192016601562 417.763916015625 781.5612182617188 462.70611572265625],0.6263987421989441,None,None
197,38,[532 296 938 519],[671.3907470703125 420.86346435546875 773.5398559570312 461.64373779296875],0.6670346856117249,None,None
198,38,[526 288 943 519],[674.349609375 423.3772277832031 773.442626953125 461.1537170410156],0.6667343974113464,None,None
199,38,[527 289 940 519],[676.6734008789062 423.4411315917969 774.6177368164062 458.8295593261719],0.6590206027030945,None,None
200,38,[528 290 936 519],[676.2681884765625 424.58489990234375 775.345947265625 460.880615234375],0.6502602100372314,None,None
201,38,[545 310 918 518],[675.3974609375 423.25469970703125 776.6112060546875 461.0585632324219],0.6539332270622253,None,None
202,38,[544 310 917 517],[673.119384765625 422.7170104980469 775.8038940429688 461.2240295410156],0.6084745526313782,LI65GXH,0.11648041305370581
203,38,[537 305 920 519],[673.9723510742188 426.14312744140625 773.1746215820312 461.11859130859375],0.569720983505249,None,None
204,38,[535 306 919 522],[674.7343139648438 425.9577331542969 774.7359008789062 465.49725341796875],0.6482291221618652,None,None
205,38,[527 300 924 525],[672.3855590820312 429.15606689453125 768.911865234375 467.7894592285156],0.6601347327232361,None,None
206,38,[535 318 908 527],[669.4920654296875 430.993408203125 771.0991821289062 470.20220947265625],0.6273261904716492,None,None
207,38,[536 329 899 531],[658.1336669921875 432.69793701171875 765.326904296875 474.6805114746094],0.6307682394981384,None,None
208,38,[524 324 900 534],[655.0094604492188 437.4748840332031 758.4545288085938 473.54217529296875],0.6364558935165405,None,None
209,38,[507 315 902 536],[648.1400756835938 437.317626953125 751.33984375 477.2510986328125],0.6796872615814209,None,None
210,38,[493 306 901 536],[641.6776733398438 437.213623046875 742.8588256835938 472.79541015625],0.6121264696121216,None,None
211,38,[480 299 893 533],[623.8018798828125 430.8818664550781 732.38720703125 471.0306701660156],0.6308193802833557,None,None
212,38,[466 296 877 530],[615.7692260742188 428.71405029296875 713.861572265625 467.6305847167969],0.6293542981147766,None,None
213,38,[341 269 894 579],[636.7669067382812 403.7002868652344 798.0515747070312 465.74945068359375],0.7166147232055664,None,None
214,38,[295 261 897 593],[626.5143432617188 401.0069580078125 783.4046630859375 464.4947204589844],0.7331770062446594,None,None
215,38,[281 260 896 594],[610.8154296875 399.6611022949219 769.6827392578125 462.202392578125],0.7138572931289673,None,None
216,38,[279 262 890 591],[596.726806640625 400.5483703613281 753.2744750976562 461.0362548828125],0.7112377285957336,None,None
217,38,[277 262 886 587],[586.1791381835938 400.17388916015625 740.7012939453125 459.48095703125],0.7107952237129211,None,None
218,38,[279 261 883 583],[576.1514282226562 400.4440002441406 728.1743774414062 458.44110107421875],0.7203165292739868,None,None
219,38,[287 266 873 576],[567.9222412109375 400.4250183105469 715.5855712890625 453.4057312011719],0.7051562666893005,None,None
220,38,[289 268 867 572],[555.541015625 398.63525390625 700.6168823242188 451.92523193359375],0.7151840925216675,None,None
221,38,[287 269 860 571],[543.89111328125 397.5571594238281 690.3536987304688 451.92034912109375],0.7279391884803772,None,None
222,38,[283 268 855 569],[532.1802368164062 397.7059326171875 677.959716796875 449.6654052734375],0.7054898738861084,None,None
223,38,[280 268 847 567],[517.2484130859375 397.6575012207031 662.4609985351562 449.8146057128906],0.7038406729698181,None,None
224,38,[276 268 837 566],[503.7637939453125 396.91046142578125 644.0430297851562 448.776611328125],0.7036364674568176,None,None
225,38,[272 271 826 566],[490.6625671386719 395.8735046386719 632.8735961914062 448.3343811035156],0.7145269513130188,None,None
226,38,[273 278 813 566],[482.35369873046875 395.6275329589844 625.1046142578125 447.16314697265625],0.6991028189659119,None,None
227,38,[270 276 807 565],[478.0310363769531 396.42279052734375 618.3699951171875 445.909912109375],0.6983156800270081,None,None
228,38,[272 283 798 565],[473.3591613769531 396.1513366699219 611.3738403320312 446.5461120605469],0.698138415813446,None,None
229,38,[267 280 796 566],[466.50653076171875 396.3520812988281 605.9010009765625 445.0195007324219],0.7031189203262329,None,None
230,38,[264 279 790 564],[459.1952819824219 395.050537109375 599.0918579101562 446.3985595703125],0.7097413539886475,None,None
231,38,[261 281 783 564],[453.42633056640625 396.09588623046875 591.3619384765625 443.9960021972656],0.7037553191184998,None,None
232,38,[258 282 775 564],[445.9090576171875 395.341796875 584.0888061523438 444.16290283203125],0.7058921456336975,None,None
233,38,[259 284 772 563],[445.3750915527344 394.1684265136719 583.7454223632812 442.7784423828125],0.7224766612052917,None,None
234,38,[261 282 774 561],[446.93585205078125 389.9840087890625 584.6434936523438 439.4393005371094],0.7336128354072571,None,None
235,38,[260 276 777 558],[447.49859619140625 385.9428405761719 584.111328125 436.35137939453125],0.7336073517799377,None,None
236,38,[262 275 780 557],[449.608154296875 383.3927917480469 589.6181030273438 433.8789978027344],0.70013028383255,None,None
237,38,[265 269 788 555],[455.0103759765625 377.83843994140625 593.0753784179688 428.6628112792969],0.7377645969390869,None,None
238,38,[274 262 795 548],[460.19378662109375 372.5232849121094 598.9083251953125 422.846923828125],0.7189745903015137,None,None
239,38,[278 253 810 545],[466.0381164550781 368.8299865722656 606.0579223632812 415.29412841796875],0.7085832357406616,None,None
240,38,[285 247 820 541],[473.84478759765625 362.0102844238281 613.4746704101562 411.2543029785156],0.7328400015830994,None,None
241,38,[296 242 832 537],[481.20477294921875 354.9880676269531 621.2508544921875 409.4842529296875],0.731524646282196,None,None
242,38,[304 236 846 533],[486.8655700683594 352.51922607421875 629.7852783203125 403.3136291503906],0.7086552977561951,None,None
243,38,[313 232 859 531],[494.4797668457031 350.9715881347656 637.1028442382812 397.3883972167969],0.6835517287254333,None,None
244,38,[320 229 870 529],[501.4698791503906 345.051025390625 645.1776733398438 394.24810791015625],0.715698778629303,None,None
245,38,[324 225 881 527],[506.8671569824219 341.8203430175781 650.1778564453125 393.55145263671875],0.7111771702766418,None,None
246,38,[326 219 892 526],[509.6947021484375 341.08966064453125 655.5489501953125 392.45416259765625],0.7169407606124878,None,None
247,38,[330 214 903 525],[513.8878784179688 339.6600646972656 662.6979370117188 387.9179992675781],0.6991199254989624,None,None
248,38,[332 213 908 525],[520.6034545898438 336.7038879394531 667.01806640625 385.84112548828125],0.7159726023674011,None,None
249,38,[335 207 924 525],[525.0482788085938 331.6751708984375 674.0317993164062 383.4364929199219],0.7326058745384216,None,None
250,38,[336 199 939 524],[530.3973388671875 327.9471130371094 681.166015625 380.4277038574219],0.7055726647377014,None,None
251,38,[337 193 948 523],[538.3338623046875 324.5327453613281 690.3033447265625 373.8116455078125],0.6825155019760132,None,None
252,38,[343 189 961 522],[542.3472900390625 320.7457580566406 697.8618774414062 371.14508056640625],0.690083920955658,None,None
253,38,[340 182 973 522],[546.5310668945312 316.3751525878906 702.2526245117188 371.4472351074219],0.7046895027160645,None,None
254,38,[343 176 986 522],[551.2037963867188 316.1778259277344 712.7349243164062 368.4457092285156],0.676616907119751,None,None
255,38,[345 172 1000 524],[556.8917236328125 314.5393371582031 718.48046875 367.96185302734375],0.6888605952262878,None,None
256,38,[345 171 1008 527],[561.4690551757812 314.2829895019531 724.544921875 368.07452392578125],0.692040205001831,None,None
257,38,[337 166 1017 531],[561.212890625 315.672607421875 727.9837646484375 368.9266662597656],0.6689592003822327,None,None
258,38,[334 166 1023 536],[563.5320434570312 316.2604675292969 733.2596435546875 372.1095275878906],0.6899256706237793,None,None
259,38,[334 168 1031 541],[564.6903686523438 318.6846008300781 739.37255859375 373.9705810546875],0.6725485324859619,None,None
259,144,[767 0 932 155],[806.99755859375 100.0580062866211 859.9188842773438 127.61181640625],0.3736134469509125,None,None
260,38,[336 167 1040 543],[568.09619140625 319.2589416503906 747.9278564453125 377.869873046875],0.6980592012405396,None,None
260,144,[758 0 933 159],[802.5786743164062 102.64613342285156 856.295166015625 126.09368133544922],0.2545360028743744,None,None
261,38,[333 164 1063 554],[573.7626342773438 321.7803039550781 754.0546264648438 379.904052734375],0.7106755375862122,None,None
262,38,[330 166 1072 561],[577.283203125 322.3352966308594 762.3865356445312 385.0299987792969],0.7334043383598328,None,None
262,144,[739 0 930 164],[785.6422119140625 104.37669372558594 846.6207885742188 133.05787658691406],0.5980083346366882,None,None
263,38,[329 168 1078 566],[580.00390625 322.6057434082031 766.9683227539062 386.9388427734375],0.7202813029289246,None,None
263,144,[730 0 928 165],[777.3656616210938 107.23737335205078 840.5761108398438 134.41873168945312],0.5429639220237732,None,None
264,38,[326 167 1083 569],[582.5807495117188 324.72998046875 772.1635131835938 388.0147399902344],0.6987979412078857,None,None
264,144,[719 0 926 168],[761.7771606445312 107.8423843383789 834.2718505859375 140.26577758789062],0.4916604161262512,None,None
265,38,[326 166 1090 570],[587.5210571289062 323.0356140136719 776.4619750976562 386.54443359375],0.7061744332313538,None,None
265,144,[704 0 918 170],[752.6578979492188 113.7325668334961 823.4781494140625 141.60964965820312],0.37453746795654297,None,None
266,38,[326 165 1093 570],[589.3140869140625 322.5494384765625 777.955810546875 386.7420959472656],0.7061695456504822,None,None
266,144,[688 0 908 170],[739.5057373046875 113.78340148925781 807.4324340820312 145.43443298339844],0.40563926100730896,None,None
267,38,[327 166 1089 568],[591.1466064453125 322.7683410644531 778.204833984375 385.7311706542969],0.7109038233757019,None,None
267,144,[673 0 899 170],[724.552978515625 118.66944122314453 795.5665283203125 150.6173858642578],0.4262750446796417,None,None
268,38,[330 168 1086 567],[593.6414794921875 323.37451171875 778.3477783203125 385.7575988769531],0.7121604681015015,None,None
269,38,[334 172 1080 565],[593.93505859375 326.5777587890625 777.5119018554688 386.0218505859375],0.6808421611785889,None,None
270,38,[338 178 1072 566],[594.4508666992188 329.1767883300781 772.5440673828125 387.6689758300781],0.6746730804443359,None,None
271,38,[350 191 1057 564],[595.8607788085938 330.9118957519531 771.0047607421875 387.1751708984375],0.6917300820350647,None,None
272,38,[352 195 1048 561],[595.6776123046875 330.118896484375 767.2557983398438 388.209716796875],0.7021968960762024,None,None
273,38,[355 197 1040 557],[596.7744140625 328.3061218261719 762.2725219726562 386.00836181640625],0.685852587223053,None,None
274,38,[360 196 1034 550],[593.8834228515625 325.80316162109375 760.37060546875 380.4462890625],0.70320063829422,None,None
275,38,[364 192 1021 538],[592.2557373046875 318.8720703125 755.414794921875 370.8612976074219],0.6647823452949524,None,None
276,38,[360 183 1016 529],[590.0830078125 308.73382568359375 751.9649047851562 362.8627014160156],0.7072902917861938,None,None
277,38,[362 176 1004 516],[588.9201049804688 298.6979675292969 748.970703125 350.9183044433594],0.7016826272010803,None,None
278,38,[365 174 991 505],[585.0081787109375 291.9534606933594 741.082275390625 342.9053955078125],0.6693023443222046,None,None
279,38,[363 170 985 499],[584.5152587890625 288.23284912109375 736.3588256835938 341.4253845214844],0.6903486847877502,None,None
280,38,[364 170 975 494],[579.3023071289062 287.7465515136719 732.6434326171875 340.26617431640625],0.6934958100318909,None,None
281,38,[369 177 959 489],[572.8832397460938 286.0213317871094 724.4031372070312 337.28826904296875],0.6815924048423767,None,None
282,38,[368 172 949 479],[569.24609375 277.31219482421875 720.4769287109375 330.1719970703125],0.7094520330429077,None,None
283,38,[367 165 934 464],[566.4541015625 266.7325744628906 711.382080078125 316.3692626953125],0.6997460126876831,None,None
284,38,[367 157 920 449],[563.4990844726562 255.2376251220703 701.598388671875 304.17962646484375],0.7128519415855408,None,None
286,252,[182 68 1114 716],[799.1988525390625 429.087158203125 1108.0711669921875 532.9086303710938],0.7206653952598572,None,None
287,252,[191 68 1114 713],[759.8409423828125 411.53765869140625 1059.075439453125 507.2418518066406],0.7384793162345886,None,None
288,254,[211 72 1114 708],[721.2132568359375 396.3362731933594 1010.73046875 497.5409240722656],0.7306263446807861,None,None
289,254,[226 77 1114 699],[687.3255004882812 387.7397155761719 967.3285522460938 474.3741760253906],0.7450913786888123,None,None
290,254,[238 83 1114 696],[659.6607666015625 378.19140625 930.8502197265625 464.4410705566406],0.7408369779586792,None,None
291,254,[246 91 1111 694],[633.9048461914062 375.2832336425781 891.5670776367188 448.6285095214844],0.7493181824684143,None,None
292,254,[235 98 1088 695],[618.1279907226562 373.2275390625 860.7905883789062 442.9486999511719],0.7563865780830383,None,None
293,254,[237 106 1077 696],[595.4600219726562 363.43695068359375 836.922119140625 438.2274169921875],0.7472324371337891,None,None
294,254,[233 113 1064 701],[579.3363647460938 363.526611328125 809.0350341796875 431.594482421875],0.7363259792327881,None,None
295,254,[239 118 1037 687],[560.3679809570312 358.1963195800781 786.5143432617188 428.1971435546875],0.7457180619239807,None,None
296,254,[239 121 1011 675],[546.234375 354.9241638183594 761.8599853515625 417.5975341796875],0.7198278903961182,None,None
297,254,[244 123 993 666],[533.0398559570312 346.255615234375 744.2714233398438 409.3772888183594],0.7299355864524841,None,None
298,254,[244 123 970 654],[521.2767333984375 341.69732666015625 726.08447265625 399.0283203125],0.7209085822105408,None,None
299,254,[249 121 947 636],[515.5628662109375 333.82720947265625 710.5538330078125 390.1880798339844],0.7172497510910034,None,None
300,254,[253 118 926 618],[507.46820068359375 323.9354248046875 695.8772583007812 381.2157287597656],0.6925190687179565,None,None
302,254,[255 109 895 590],[487.88653564453125 300.4443664550781 671.814453125 351.309326171875],0.657487690448761,None,None
303,254,[259 102 877 569],[483.4940185546875 289.0260314941406 663.83837890625 342.48406982421875],0.6709895730018616,None,None
304,254,[262 96 861 552],[479.1776428222656 279.50341796875 654.066162109375 332.44140625],0.694606602191925,None,None
305,254,[266 90 848 536],[480.4694519042969 268.3672790527344 646.2763061523438 320.87213134765625],0.6901021003723145,None,None
306,254,[272 84 838 520],[473.9568176269531 257.57049560546875 637.6275024414062 309.96319580078125],0.6935280561447144,None,None
307,254,[278 78 828 505],[477.5063171386719 248.38755798339844 635.189453125 299.808349609375],0.6894317269325256,None,None
308,254,[287 75 820 490],[479.47552490234375 240.4993133544922 631.8836059570312 292.84808349609375],0.6952139735221863,None,None
309,254,[295 72 815 478],[476.4159851074219 232.28318786621094 630.2059326171875 283.2559509277344],0.7051942944526672,None,None
310,254,[304 69 812 468],[476.1363830566406 227.91802978515625 627.802978515625 277.9769287109375],0.6938799619674683,None,None
311,254,[313 67 806 456],[479.0361633300781 225.3090057373047 626.6637573242188 272.3037414550781],0.6886544823646545,None,None
312,254,[322 67 801 446],[480.2558898925781 217.9350128173828 626.3372802734375 268.444580078125],0.6757592558860779,None,None
313,254,[329 67 798 439],[482.208251953125 215.28369140625 624.16015625 264.11297607421875],0.6901513934135437,None,None
314,254,[339 69 798 433],[486.5990295410156 212.7483367919922 625.2113647460938 260.8424377441406],0.6772117018699646,None,None
315,254,[347 70 795 426],[490.32080078125 211.7561492919922 624.6701049804688 255.012451171875],0.6962730884552002,None,None
316,254,[353 70 792 420],[493.2042541503906 210.26699829101562 623.6264038085938 252.018310546875],0.7074835300445557,None,None
317,254,[359 71 789 413],[494.6669616699219 206.82965087890625 625.5565795898438 250.06687927246094],0.6688835620880127,None,None
318,254,[367 71 788 406],[498.2988586425781 203.42359924316406 622.5990600585938 246.09307861328125],0.6723663806915283,None,None
319,254,[373 72 784 399],[504.93109130859375 201.06332397460938 620.7459716796875 240.57861328125],0.6566599011421204,None,None
320,254,[377 71 782 393],[1088.7010498046875 0.0 1113.77392578125 58.5379638671875],0.3334677815437317,None,None
321,254,[379 70 778 387],[1084.6427001953125 0.0 1113.8646240234375 56.777931213378906],0.40196025371551514,None,None
322,254,[382 70 770 380],[501.7361145019531 191.42388916015625 617.9581298828125 228.38121032714844],0.6230522990226746,None,None
323,38,[60 104 942 693],[472.2934875488281 425.84722900390625 703.4649047851562 503.4974670410156],0.7373358011245728,None,None
324,317,[114 102 903 706],[464.0993347167969 429.0916748046875 689.3993530273438 503.24322509765625],0.744452714920044,None,None
325,317,[123 115 890 703],[458.4051818847656 429.62921142578125 681.0556030273438 500.9405517578125],0.7624614238739014,None,None
326,317,[137 125 889 701],[449.65399169921875 429.7916564941406 672.7530517578125 496.87274169921875],0.7381980419158936,None,None
327,317,[144 128 889 700],[436.4344177246094 421.1938781738281 667.4697875976562 500.50128173828125],0.7641170620918274,None,None
328,317,[144 128 886 698],[437.0030822753906 419.79840087890625 659.3295288085938 494.4798583984375],0.7603580951690674,None,None
329,317,[145 131 882 699],[434.822509765625 416.72589111328125 651.1264038085938 489.12921142578125],0.7546676993370056,None,None
330,319,[169 44 404 297],[424.3290710449219 417.7982177734375 644.7371826171875 487.0513916015625],0.7349321842193604,None,None
331,38,[130 136 891 700],[426.1883850097656 417.23236083984375 640.4846801757812 485.4078063964844],0.7378894686698914,None,None
332,320,[157 136 864 690],[429.3076171875 418.11553955078125 634.6807861328125 483.33099365234375],0.7463443875312805,None,None
333,320,[165 139 864 688],[430.25628662109375 417.1646728515625 635.0541381835938 480.35040283203125],0.7529414892196655,None,None
334,320,[169 140 866 688],[431.3792419433594 411.44384765625 635.6965942382812 477.3307189941406],0.7424967288970947,None,None
335,320,[178 140 864 679],[432.8236083984375 412.00653076171875 636.50830078125 476.6600646972656],0.7369586825370789,None,None
336,320,[180 140 869 682],[437.1732177734375 411.6841735839844 635.872802734375 476.09991455078125],0.7375139594078064,None,None
337,38,[165 142 882 688],[441.1231994628906 410.2747802734375 636.5350952148438 474.7625732421875],0.7243832945823669,None,None
338,38,[175 140 884 683],[445.66571044921875 410.6965637207031 639.1732788085938 471.7890625],0.7010062336921692,None,None
338,319,[113 16 428 349],[196.3434295654297 283.2778625488281 261.6539001464844 310.4860534667969],0.25179922580718994,None,None
339,38,[183 137 890 681],[447.694091796875 408.3365478515625 642.6555786132812 470.20355224609375],0.7050265669822693,None,None
339,319,[100 11 427 358],[185.9188690185547 287.6198425292969 261.7303771972656 316.92425537109375],0.2558475136756897,None,None
340,38,[192 137 896 680],[449.0573425292969 406.38525390625 644.0800170898438 468.1741638183594],0.7404098510742188,None,None
340,319,[85 6 425 366],[175.38735961914062 292.341552734375 250.4297637939453 323.65399169921875],0.524998664855957,None,None
341,319,[69 1 423 374],[161.8650360107422 295.6845397949219 243.6042022705078 330.8855895996094],0.6796503663063049,None,None
342,38,[204 134 906 678],[455.1184997558594 403.6273498535156 649.9979858398438 460.87335205078125],0.7078822255134583,None,None
342,319,[52 0 418 384],[147.12179565429688 300.9140930175781 233.0736083984375 338.87957763671875],0.6962124109268188,None,None
343,337,[208 131 905 669],[458.4736633300781 399.5033874511719 651.4979858398438 462.0711364746094],0.7116914391517639,None,None
343,319,[34 0 411 393],[132.39527893066406 307.2414855957031 220.6614532470703 345.91949462890625],0.7006097435951233,None,None
344,319,[16 0 403 402],[113.05120086669922 313.75067138671875 207.43373107910156 354.24908447265625],0.708355188369751,None,None
345,38,[219 129 915 671],[462.8663330078125 403.824951171875 654.3958740234375 454.8958740234375],0.6763629913330078,None,None
345,319,[3 0 398 410],[94.71916961669922 319.0139465332031 191.90345764160156 361.60107421875],0.6737845540046692,None,None
346,38,[218 128 916 672],[463.8363037109375 396.60498046875 659.2810668945312 460.1793212890625],0.7237745523452759,None,None
346,319,[0 0 395 416],[72.11747741699219 324.78009033203125 172.91067504882812 368.89453125],0.6840106844902039,None,None
347,38,[215 126 911 671],[463.114501953125 395.639892578125 660.3941040039062 457.3099060058594],0.7228750586509705,None,None
347,319,[0 0 388 416],[45.93692398071289 330.65032958984375 152.9650421142578 379.77294921875],0.6384850144386292,None,None
348,38,[214 124 910 671],[461.9043884277344 396.2154541015625 660.4473876953125 455.2293701171875],0.6967087984085083,None,None
348,319,[0 0 381 416],[18.350040435791016 340.7925109863281 131.5014190673828 391.85986328125],0.600263774394989,None,None
349,38,[216 122 917 672],[456.2630310058594 395.9519348144531 658.4549560546875 453.4999694824219],0.7054080963134766,None,None
349,319,[0 0 377 426],[0.0 346.5709228515625 105.44097137451172 398.8440856933594],0.6403318047523499,None,None
350,38,[212 122 918 676],[457.23553466796875 396.9407043457031 656.3070678710938 453.2106628417969],0.6971553564071655,None,None
350,319,[0 0 373 434],[0.0 356.0306396484375 78.9310073852539 408.0289306640625],0.28997620940208435,None,None
351,348,[392 172 552 297],[456.5857849121094 396.4204406738281 654.632568359375 453.46435546875],0.7036719918251038,None,None
352,38,[207 119 920 680],[455.28668212890625 396.1688232421875 653.7980346679688 455.0187072753906],0.7154392600059509,None,None
352,319,[0 0 369 475],[0.0 372.22705078125 19.615230560302734 430.0771484375],0.3326944410800934,None,None
353,38,[209 119 919 677],[455.8070983886719 396.6476745605469 652.8817749023438 454.5814208984375],0.7135519981384277,None,None
